file,project,version,loc,lloc,sloc,comments,multi,blank,cyclo,wmc,η1,η2,N1,N2,η,N,N_hat,V,D,E,T,B,cbo,lcom,DIT,rfc,ComplexMethod
numpy\random\tests\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\random\_examples\cffi\extending.py,numpy-1.23.0,1.23.0,40.0,21.0,23.0,4.0,3.0,10.0,0.0,0.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.862,0.00517,0.0,0.0,0.0,0.0,0
numpy\random\_examples\cffi\parse.py,numpy-1.23.0,1.23.0,55.0,35.0,34.0,7.0,5.0,9.0,10.0,10.0,3.0,5.0,4.0,8.0,8.0,12.0,16.365,36.0,2.4,86.4,4.8,0.012,0.0,0.0,0.0,0.0,0
numpy\random\_examples\cython\setup.py,numpy-1.23.0,1.23.0,43.0,18.0,32.0,2.0,4.0,6.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,0.0,0.0,0.0,0.0,0
numpy\random\_examples\numba\extending.py,numpy-1.23.0,1.23.0,84.0,60.0,58.0,4.0,0.0,22.0,11.0,11.0,14.0,49.0,47.0,93.0,63.0,140.0,328.424,836.819,13.286,11117.741,617.652,0.27894,0.0,0.0,0.0,0.0,0
numpy\random\_examples\numba\extending_distributions.py,numpy-1.23.0,1.23.0,67.0,28.0,28.0,2.0,22.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\random\tests\data\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\polynomial\tests\test_chebyshev.py,numpy-1.23.0,1.23.0,619.0,456.0,444.0,58.0,2.0,115.0,138.0,138.0,7.0,261.0,192.0,336.0,268.0,528.0,2114.935,4258.895,4.506,19189.504,1066.084,1.419632,81.0,9.0,0.0,21.0,1
numpy\polynomial\tests\test_classes.py,numpy-1.23.0,1.23.0,600.0,453.0,455.0,44.0,3.0,98.0,58.0,58.0,13.0,251.0,204.0,393.0,264.0,597.0,2048.963,4802.503,10.177,48876.473,2715.36,1.600834,9.0,4.0,0.0,8.0,0
numpy\polynomial\tests\test_hermite.py,numpy-1.23.0,1.23.0,555.0,410.0,399.0,55.0,2.0,99.0,119.0,119.0,7.0,221.0,154.0,270.0,228.0,424.0,1740.778,3321.145,4.276,14201.278,788.96,1.107048,74.0,7.0,0.0,18.0,1
numpy\polynomial\tests\test_hermite_e.py,numpy-1.23.0,1.23.0,556.0,410.0,400.0,55.0,2.0,99.0,119.0,119.0,7.0,222.0,156.0,274.0,229.0,430.0,1750.012,3370.858,4.32,14561.498,808.972,1.123619,74.0,7.0,0.0,18.0,1
numpy\polynomial\tests\test_laguerre.py,numpy-1.23.0,1.23.0,537.0,395.0,384.0,53.0,2.0,98.0,119.0,119.0,6.0,222.0,162.0,283.0,228.0,445.0,1745.87,3485.636,3.824,13330.203,740.567,1.161879,73.0,7.0,0.0,18.0,1
numpy\polynomial\tests\test_legendre.py,numpy-1.23.0,1.23.0,568.0,420.0,409.0,55.0,2.0,102.0,116.0,116.0,7.0,233.0,166.0,294.0,240.0,460.0,1852.007,3637.17,4.416,16062.865,892.381,1.21239,76.0,8.0,0.0,18.0,1
numpy\polynomial\tests\test_polynomial.py,numpy-1.23.0,1.23.0,600.0,438.0,428.0,65.0,2.0,105.0,118.0,118.0,7.0,221.0,169.0,295.0,228.0,464.0,1740.778,3634.461,4.672,16980.004,943.334,1.211487,67.0,8.0,0.0,24.0,1
numpy\polynomial\tests\test_polyutils.py,numpy-1.23.0,1.23.0,121.0,84.0,83.0,17.0,2.0,19.0,16.0,16.0,5.0,19.0,23.0,36.0,24.0,59.0,92.32,270.513,4.737,1281.376,71.188,0.090171,15.0,6.0,0.0,10.0,0
numpy\polynomial\tests\test_printing.py,numpy-1.23.0,1.23.0,390.0,190.0,314.0,15.0,3.0,56.0,51.0,51.0,3.0,16.0,13.0,18.0,19.0,31.0,68.755,131.686,1.688,222.22,12.346,0.043895,29.0,7.0,0.0,16.0,0
numpy\polynomial\tests\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\matrixlib\tests\test_defmatrix.py,numpy-1.23.0,1.23.0,453.0,349.0,365.0,6.0,3.0,77.0,75.0,75.0,16.0,106.0,99.0,181.0,122.0,280.0,777.16,1940.606,13.66,26509.416,1472.745,0.646869,80.0,13.0,0.0,30.0,0
numpy\matrixlib\tests\test_interaction.py,numpy-1.23.0,1.23.0,354.0,220.0,229.0,51.0,3.0,71.0,38.0,38.0,10.0,52.0,36.0,66.0,62.0,102.0,329.642,607.328,6.346,3854.197,214.122,0.202443,4.0,3.0,0.0,5.0,0
numpy\matrixlib\tests\test_masked_matrix.py,numpy-1.23.0,1.23.0,231.0,185.0,179.0,25.0,0.0,29.0,27.0,27.0,7.0,21.0,13.0,23.0,28.0,36.0,111.89,173.065,3.833,663.415,36.856,0.057688,49.0,8.0,1.0,23.0,0
numpy\matrixlib\tests\test_matrix_linalg.py,numpy-1.23.0,1.23.0,93.0,36.0,54.0,3.0,0.0,35.0,15.0,15.0,1.0,3.0,2.0,4.0,4.0,6.0,4.755,12.0,0.667,8.0,0.444,0.004,29.0,0.0,2.0,0.0,0
numpy\matrixlib\tests\test_multiarray.py,numpy-1.23.0,1.23.0,16.0,12.0,12.0,1.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,0
numpy\matrixlib\tests\test_numeric.py,numpy-1.23.0,1.23.0,17.0,13.0,13.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,2.0,1.0,0.0,3.0,0
numpy\matrixlib\tests\test_regression.py,numpy-1.23.0,1.23.0,31.0,21.0,21.0,4.0,0.0,6.0,6.0,6.0,2.0,8.0,5.0,10.0,10.0,15.0,26.0,49.829,1.25,62.286,3.46,0.01661,6.0,5.0,0.0,15.0,0
numpy\matrixlib\tests\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\ma\tests\test_core.py,numpy-1.23.0,1.23.0,5448.0,3860.0,4185.0,540.0,11.0,724.0,441.0,441.0,19.0,872.0,986.0,1669.0,891.0,2655.0,8598.567,26017.093,18.183,473066.529,26281.474,8.672364,466.0,52.0,1.0,107.0,1
numpy\ma\tests\test_deprecations.py,numpy-1.23.0,1.23.0,89.0,51.0,58.0,6.0,2.0,22.0,14.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.056,0.000667,13.0,3.0,0.0,7.0,0
numpy\ma\tests\test_extras.py,numpy-1.23.0,1.23.0,1791.0,1287.0,1427.0,163.0,6.0,194.0,161.0,161.0,16.0,275.0,279.0,435.0,291.0,714.0,2292.404,5844.001,12.655,73953.176,4108.51,1.948,182.0,22.0,0.0,42.0,1
numpy\ma\tests\test_mrecords.py,numpy-1.23.0,1.23.0,493.0,343.0,392.0,48.0,4.0,49.0,43.0,43.0,5.0,33.0,28.0,45.0,38.0,73.0,178.075,383.099,3.409,1306.018,72.557,0.1277,64.0,5.0,0.0,31.0,0
numpy\ma\tests\test_old_ma.py,numpy-1.23.0,1.23.0,874.0,728.0,772.0,31.0,0.0,74.0,70.0,70.0,17.0,226.0,237.0,442.0,243.0,679.0,1836.847,5380.948,16.624,89452.303,4969.572,1.793649,145.0,23.0,0.0,90.0,0
numpy\ma\tests\test_regression.py,numpy-1.23.0,1.23.0,91.0,60.0,62.0,15.0,0.0,14.0,15.0,15.0,4.0,17.0,12.0,23.0,21.0,35.0,77.487,153.731,2.706,415.978,23.11,0.051244,14.0,13.0,0.0,28.0,0
numpy\ma\tests\test_subclassing.py,numpy-1.23.0,1.23.0,386.0,270.0,257.0,51.0,13.0,62.0,57.0,57.0,10.0,42.0,30.0,51.0,52.0,81.0,259.697,461.736,6.071,2803.395,155.744,0.153912,66.0,9.0,1.0,20.0,0
numpy\ma\tests\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\linalg\lapack_lite\clapack_scrub.py,numpy-1.23.0,1.23.0,311.0,223.0,242.0,21.0,4.0,45.0,50.0,50.0,9.0,70.0,41.0,81.0,79.0,122.0,457.579,769.061,5.207,4004.612,222.478,0.256354,20.0,3.0,2.0,11.0,0
numpy\linalg\lapack_lite\fortran.py,numpy-1.23.0,1.23.0,122.0,89.0,83.0,4.0,16.0,18.0,33.0,33.0,5.0,13.0,8.0,15.0,18.0,23.0,59.715,95.908,2.885,276.658,15.37,0.031969,9.0,2.0,0.0,7.0,0
numpy\linalg\lapack_lite\make_lite.py,numpy-1.23.0,1.23.0,390.0,254.0,281.0,16.0,30.0,65.0,91.0,91.0,11.0,65.0,37.0,68.0,76.0,105.0,429.508,656.032,5.754,3774.709,209.706,0.218677,20.0,3.0,1.0,22.0,0
numpy\linalg\tests\test_deprecations.py,numpy-1.23.0,1.23.0,20.0,10.0,8.0,0.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\linalg\tests\test_linalg.py,numpy-1.23.0,1.23.0,2183.0,1363.0,1584.0,210.0,20.0,380.0,340.0,340.0,21.0,398.0,487.0,826.0,419.0,1313.0,3529.615,11437.289,21.791,249235.191,13846.4,3.81243,364.0,11.0,3.0,19.0,1
numpy\linalg\tests\test_regression.py,numpy-1.23.0,1.23.0,148.0,91.0,109.0,12.0,2.0,25.0,13.0,13.0,8.0,45.0,43.0,68.0,53.0,111.0,271.133,635.799,6.044,3843.053,213.503,0.211933,18.0,9.0,0.0,28.0,0
numpy\linalg\tests\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\lib\tests\test_arraypad.py,numpy-1.23.0,1.23.0,1364.0,535.0,1132.0,21.0,12.0,191.0,129.0,129.0,8.0,95.0,160.0,188.0,103.0,348.0,648.136,2326.902,7.916,18419.268,1023.293,0.775634,45.0,18.0,0.0,26.0,1
numpy\lib\tests\test_arraysetops.py,numpy-1.23.0,1.23.0,775.0,534.0,595.0,68.0,2.0,119.0,44.0,44.0,7.0,41.0,40.0,67.0,48.0,107.0,239.311,597.591,5.72,3417.929,189.885,0.199197,42.0,24.0,0.0,38.0,0
numpy\lib\tests\test_arrayterator.py,numpy-1.23.0,1.23.0,46.0,28.0,28.0,7.0,0.0,11.0,10.0,10.0,5.0,18.0,12.0,24.0,23.0,36.0,86.668,162.848,3.333,542.827,30.157,0.054283,0.0,0.0,0.0,0.0,0
numpy\lib\tests\test_financial_expired.py,numpy-1.23.0,1.23.0,11.0,9.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\lib\tests\test_format.py,numpy-1.23.0,1.23.0,967.0,352.0,513.0,71.0,267.0,127.0,63.0,63.0,11.0,79.0,49.0,87.0,90.0,136.0,536.052,882.892,6.057,5347.643,297.091,0.294297,2.0,1.0,1.0,3.0,0
numpy\lib\tests\test_function_base.py,numpy-1.23.0,1.23.0,3885.0,2692.0,3013.0,221.0,4.0,643.0,501.0,501.0,22.0,606.0,627.0,981.0,628.0,1608.0,5699.471,14945.75,17.807,266137.937,14785.441,4.981917,354.0,41.0,0.0,56.0,1
numpy\lib\tests\test_histograms.py,numpy-1.23.0,1.23.0,838.0,519.0,558.0,104.0,43.0,136.0,90.0,90.0,13.0,173.0,133.0,226.0,186.0,359.0,1334.296,2706.558,8.491,22982.276,1276.793,0.902186,60.0,32.0,0.0,54.0,0
numpy\lib\tests\test_index_tricks.py,numpy-1.23.0,1.23.0,517.0,332.0,397.0,38.0,0.0,83.0,72.0,72.0,9.0,106.0,89.0,149.0,115.0,238.0,741.689,1629.227,6.325,10305.627,572.535,0.543076,56.0,9.0,0.0,15.0,0
numpy\lib\tests\test_io.py,numpy-1.23.0,1.23.0,2731.0,1920.0,2132.0,236.0,31.0,340.0,300.0,300.0,16.0,335.0,253.0,446.0,351.0,699.0,2873.986,5910.274,10.651,62948.826,3497.157,1.970091,204.0,85.0,1.0,117.0,1
numpy\lib\tests\test_loadtxt.py,numpy-1.23.0,1.23.0,1013.0,561.0,737.0,84.0,28.0,186.0,112.0,112.0,11.0,107.0,78.0,132.0,118.0,210.0,759.391,1445.355,6.785,9806.801,544.822,0.481785,6.0,7.0,0.0,12.0,1
numpy\lib\tests\test_mixins.py,numpy-1.23.0,1.23.0,216.0,128.0,157.0,15.0,0.0,42.0,40.0,40.0,8.0,49.0,40.0,72.0,57.0,112.0,299.121,653.284,5.878,3839.708,213.317,0.217761,21.0,12.0,1.0,18.0,0
numpy\lib\tests\test_nanfunctions.py,numpy-1.23.0,1.23.0,1186.0,873.0,963.0,56.0,3.0,167.0,292.0,292.0,16.0,213.0,198.0,355.0,229.0,553.0,1711.493,4335.08,13.333,57801.063,3211.17,1.445027,151.0,10.0,1.0,34.0,1
numpy\lib\tests\test_packbits.py,numpy-1.23.0,1.23.0,376.0,189.0,324.0,15.0,0.0,37.0,36.0,36.0,5.0,25.0,27.0,36.0,30.0,63.0,127.706,309.134,3.6,1112.883,61.827,0.103045,12.0,1.0,0.0,13.0,0
numpy\lib\tests\test_polynomial.py,numpy-1.23.0,1.23.0,303.0,211.0,230.0,21.0,6.0,45.0,28.0,28.0,9.0,100.0,109.0,169.0,109.0,278.0,692.915,1881.555,7.605,14309.228,794.957,0.627185,21.0,18.0,0.0,50.0,0
numpy\lib\tests\test_recfunctions.py,numpy-1.23.0,1.23.0,978.0,525.0,744.0,80.0,3.0,151.0,73.0,73.0,3.0,28.0,111.0,121.0,31.0,232.0,139.361,1149.374,6.482,7450.404,413.911,0.383125,91.0,14.0,0.0,24.0,0
numpy\lib\tests\test_regression.py,numpy-1.23.0,1.23.0,247.0,164.0,177.0,30.0,0.0,39.0,35.0,35.0,8.0,37.0,23.0,42.0,45.0,65.0,216.75,356.97,4.541,1620.839,90.047,0.11899,6.0,30.0,0.0,59.0,0
numpy\lib\tests\test_shape_base.py,numpy-1.23.0,1.23.0,758.0,525.0,571.0,30.0,6.0,143.0,129.0,129.0,13.0,90.0,68.0,108.0,103.0,176.0,632.372,1176.824,7.8,9179.228,509.957,0.392275,120.0,20.0,0.0,37.0,1
numpy\lib\tests\test_stride_tricks.py,numpy-1.23.0,1.23.0,645.0,318.0,493.0,68.0,0.0,87.0,65.0,65.0,8.0,94.0,73.0,129.0,102.0,202.0,640.131,1347.83,5.489,7398.726,411.04,0.449277,12.0,8.0,1.0,12.0,0
numpy\lib\tests\test_twodim_base.py,numpy-1.23.0,1.23.0,548.0,298.0,444.0,25.0,2.0,78.0,74.0,74.0,8.0,60.0,158.0,184.0,68.0,342.0,378.413,2081.912,12.267,25538.124,1418.785,0.693971,46.0,9.0,0.0,14.0,0
numpy\lib\tests\test_type_check.py,numpy-1.23.0,1.23.0,478.0,347.0,354.0,22.0,0.0,102.0,94.0,94.0,10.0,173.0,154.0,269.0,183.0,423.0,1319.41,3179.141,7.775,24716.443,1373.136,1.059714,68.0,8.0,1.0,11.0,1
numpy\lib\tests\test_ufunclike.py,numpy-1.23.0,1.23.0,104.0,81.0,83.0,2.0,0.0,19.0,8.0,8.0,2.0,14.0,17.0,18.0,16.0,35.0,55.303,140.0,1.286,180.0,10.0,0.046667,25.0,6.0,0.0,14.0,0
numpy\lib\tests\test_utils.py,numpy-1.23.0,1.23.0,174.0,106.0,108.0,7.0,9.0,50.0,32.0,32.0,8.0,43.0,24.0,45.0,51.0,69.0,257.329,391.397,4.186,1638.408,91.023,0.130466,5.0,4.0,0.0,6.0,0
numpy\lib\tests\test__datasource.py,numpy-1.23.0,1.23.0,350.0,240.0,241.0,31.0,0.0,77.0,67.0,67.0,5.0,18.0,12.0,21.0,23.0,33.0,86.668,149.278,2.917,435.393,24.188,0.049759,68.0,2.0,0.0,19.0,0
numpy\lib\tests\test__iotools.py,numpy-1.23.0,1.23.0,353.0,246.0,244.0,39.0,0.0,46.0,38.0,38.0,6.0,24.0,18.0,31.0,30.0,49.0,125.549,240.438,3.875,931.696,51.761,0.080146,25.0,10.0,0.0,13.0,0
numpy\lib\tests\test__version.py,numpy-1.23.0,1.23.0,64.0,40.0,39.0,1.0,2.0,22.0,15.0,15.0,3.0,40.0,21.0,42.0,43.0,63.0,217.632,341.855,1.575,538.421,29.912,0.113952,0.0,0.0,0.0,0.0,0
numpy\lib\tests\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\fft\tests\test_helper.py,numpy-1.23.0,1.23.0,167.0,108.0,123.0,7.0,3.0,30.0,21.0,21.0,6.0,42.0,57.0,78.0,48.0,135.0,241.987,753.97,5.571,4200.69,233.372,0.251323,17.0,7.0,0.0,11.0,0
numpy\fft\tests\test_pocketfft.py,numpy-1.23.0,1.23.0,307.0,197.0,259.0,12.0,0.0,38.0,50.0,50.0,6.0,132.0,79.0,152.0,138.0,231.0,945.37,1642.069,3.455,5672.603,315.145,0.547356,20.0,18.0,0.0,40.0,0
numpy\fft\tests\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\f2py\tests\test_abstract_interface.py,numpy-1.23.0,1.23.0,22.0,15.0,16.0,1.0,0.0,5.0,10.0,10.0,1.0,7.0,4.0,8.0,8.0,12.0,19.651,36.0,0.571,20.571,1.143,0.012,5.0,2.0,0.0,5.0,0
numpy\f2py\tests\test_array_from_pyobj.py,numpy-1.23.0,1.23.0,627.0,443.0,521.0,17.0,3.0,93.0,248.0,248.0,20.0,227.0,158.0,271.0,247.0,429.0,1863.065,3409.85,11.938,40707.895,2261.55,1.136617,49.0,2.0,0.0,33.0,1
numpy\f2py\tests\test_assumed_shape.py,numpy-1.23.0,1.23.0,49.0,31.0,37.0,1.0,0.0,11.0,17.0,17.0,2.0,3.0,6.0,11.0,5.0,17.0,6.755,39.473,3.667,144.734,8.041,0.013158,9.0,1.0,1.0,10.0,0
numpy\f2py\tests\test_block_docstring.py,numpy-1.23.0,1.23.0,17.0,11.0,13.0,0.0,0.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,3.0,1.0,0.0,4.0,0
numpy\f2py\tests\test_callback.py,numpy-1.23.0,1.23.0,228.0,150.0,164.0,6.0,9.0,49.0,53.0,53.0,4.0,53.0,37.0,73.0,57.0,110.0,311.58,641.618,2.755,1767.476,98.193,0.213873,23.0,2.0,1.0,30.0,0
numpy\f2py\tests\test_common.py,numpy-1.23.0,1.23.0,18.0,13.0,14.0,0.0,0.0,4.0,9.0,9.0,1.0,6.0,3.0,6.0,7.0,9.0,15.51,25.266,0.5,12.633,0.702,0.008422,4.0,1.0,0.0,5.0,0
numpy\f2py\tests\test_compile_function.py,numpy-1.23.0,1.23.0,117.0,46.0,62.0,34.0,2.0,19.0,14.0,14.0,4.0,16.0,9.0,16.0,20.0,25.0,72.0,108.048,2.0,216.096,12.005,0.036016,0.0,0.0,0.0,0.0,0
numpy\f2py\tests\test_crackfortran.py,numpy-1.23.0,1.23.0,233.0,129.0,153.0,12.0,25.0,43.0,108.0,108.0,5.0,92.0,52.0,104.0,97.0,156.0,611.777,1029.586,2.826,2909.701,161.65,0.343195,33.0,4.0,0.0,8.0,1
numpy\f2py\tests\test_f2cmap.py,numpy-1.23.0,1.23.0,15.0,9.0,12.0,1.0,0.0,2.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,3.0,1.0,0.0,4.0,0
numpy\f2py\tests\test_f2py2e.py,numpy-1.23.0,1.23.0,748.0,376.0,388.0,43.0,158.0,159.0,98.0,98.0,7.0,77.0,43.0,86.0,84.0,129.0,502.194,824.609,3.909,3223.471,179.082,0.27487,0.0,0.0,0.0,0.0,1
numpy\f2py\tests\test_kind.py,numpy-1.23.0,1.23.0,26.0,13.0,20.0,0.0,0.0,6.0,11.0,11.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.932,0.5,6.966,0.387,0.004644,7.0,1.0,0.0,2.0,0
numpy\f2py\tests\test_mixed.py,numpy-1.23.0,1.23.0,33.0,15.0,26.0,0.0,0.0,7.0,10.0,10.0,1.0,8.0,4.0,8.0,9.0,12.0,24.0,38.039,0.5,19.02,1.057,0.01268,3.0,1.0,0.0,8.0,0
numpy\f2py\tests\test_module_doc.py,numpy-1.23.0,1.23.0,27.0,12.0,23.0,0.0,0.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,4.0,1.0,0.0,5.0,0
numpy\f2py\tests\test_parameter.py,numpy-1.23.0,1.23.0,112.0,75.0,73.0,18.0,0.0,21.0,21.0,21.0,2.0,65.0,43.0,86.0,67.0,129.0,393.454,782.526,1.323,1035.341,57.519,0.260842,4.0,1.0,0.0,22.0,0
numpy\f2py\tests\test_quoted_character.py,numpy-1.23.0,1.23.0,16.0,9.0,9.0,0.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,3.0,1.0,0.0,4.0,0
numpy\f2py\tests\test_regression.py,numpy-1.23.0,1.23.0,66.0,39.0,38.0,11.0,0.0,17.0,22.0,22.0,5.0,9.0,5.0,9.0,14.0,14.0,40.139,53.303,2.5,133.257,7.403,0.017768,14.0,2.0,0.0,6.0,0
numpy\f2py\tests\test_return_character.py,numpy-1.23.0,1.23.0,45.0,34.0,37.0,0.0,0.0,8.0,31.0,31.0,2.0,20.0,13.0,26.0,22.0,39.0,88.439,173.918,1.3,226.093,12.561,0.057973,8.0,1.0,1.0,7.0,0
numpy\f2py\tests\test_return_complex.py,numpy-1.23.0,1.23.0,65.0,47.0,51.0,3.0,0.0,11.0,53.0,53.0,6.0,57.0,50.0,99.0,63.0,149.0,347.985,890.615,5.211,4640.571,257.81,0.296872,11.0,1.0,1.0,6.0,0
numpy\f2py\tests\test_return_integer.py,numpy-1.23.0,1.23.0,55.0,37.0,43.0,1.0,0.0,11.0,41.0,41.0,3.0,20.0,19.0,36.0,23.0,55.0,91.193,248.796,2.7,671.749,37.319,0.082932,9.0,1.0,1.0,6.0,0
numpy\f2py\tests\test_return_logical.py,numpy-1.23.0,1.23.0,64.0,53.0,57.0,0.0,0.0,7.0,81.0,81.0,4.0,44.0,41.0,81.0,48.0,122.0,248.215,681.365,3.682,2508.664,139.37,0.227122,9.0,1.0,1.0,6.0,0
numpy\f2py\tests\test_return_real.py,numpy-1.23.0,1.23.0,109.0,57.0,94.0,2.0,0.0,14.0,54.0,54.0,8.0,51.0,42.0,83.0,59.0,125.0,313.294,735.33,6.51,4786.857,265.936,0.24511,15.0,1.0,1.0,7.0,0
numpy\f2py\tests\test_semicolon_split.py,numpy-1.23.0,1.23.0,74.0,20.0,67.0,0.0,0.0,7.0,10.0,10.0,2.0,9.0,6.0,12.0,11.0,18.0,30.529,62.27,1.333,83.026,4.613,0.020757,6.0,1.0,0.0,5.0,0
numpy\f2py\tests\test_size.py,numpy-1.23.0,1.23.0,45.0,32.0,32.0,0.0,0.0,13.0,18.0,18.0,1.0,3.0,2.0,4.0,4.0,6.0,4.755,12.0,0.667,8.0,0.444,0.004,4.0,1.0,0.0,9.0,0
numpy\f2py\tests\test_string.py,numpy-1.23.0,1.23.0,100.0,78.0,77.0,4.0,5.0,16.0,38.0,38.0,6.0,28.0,14.0,28.0,34.0,42.0,150.116,213.673,3.0,641.02,35.612,0.071224,20.0,3.0,0.0,13.0,0
numpy\f2py\tests\test_symbolic.py,numpy-1.23.0,1.23.0,494.0,397.0,418.0,5.0,0.0,71.0,271.0,271.0,15.0,590.0,465.0,913.0,605.0,1378.0,5489.3,12733.81,11.606,147787.741,8210.43,4.244603,50.0,16.0,0.0,24.0,1
numpy\f2py\tests\util.py,numpy-1.23.0,1.23.0,410.0,220.0,278.0,36.0,15.0,81.0,73.0,73.0,11.0,68.0,41.0,76.0,79.0,117.0,452.001,737.542,6.147,4533.716,251.873,0.245847,9.0,1.0,0.0,5.0,0
numpy\f2py\tests\__init__.py,numpy-1.23.0,1.23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
numpy\distutils\command\autodist.py,numpy-1.23.0,1.23.0,148.0,50.0,109.0,1.0,6.0,27.0,11.0,11.0,2.0,18.0,9.0,18.0,20.0,27.0,77.059,116.692,1.0,116.692,6.483,0.038897,0.0,0.0,0.0,0.0,0
numpy\distutils\command\bdist_rpm.py,numpy-1.23.0,1.23.0,22.0,17.0,17.0,2.0,0.0,3.0,7.0,7.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.862,0.00517,4.0,1.0,1.0,5.0,0
numpy\distutils\command\build.py,numpy-1.23.0,1.23.0,62.0,28.0,46.0,1.0,9.0,7.0,6.0,6.0,2.0,10.0,5.0,10.0,12.0,15.0,35.219,53.774,1.0,53.774,2.987,0.017925,4.0,3.0,1.0,8.0,0
numpy\distutils\command\build_clib.py,numpy-1.23.0,1.23.0,468.0,259.0,368.0,27.0,13.0,60.0,96.0,96.0,10.0,101.0,76.0,142.0,111.0,218.0,705.699,1481.183,7.03,10412.274,578.46,0.493728,45.0,4.0,1.0,56.0,1
numpy\distutils\command\build_ext.py,numpy-1.23.0,1.23.0,733.0,436.0,582.0,73.0,2.0,78.0,170.0,170.0,12.0,175.0,138.0,258.0,187.0,396.0,1346.981,2988.57,8.846,26436.038,1468.669,0.99619,61.0,3.0,1.0,73.0,1
numpy\distutils\command\build_py.py,numpy-1.23.0,1.23.0,31.0,23.0,20.0,3.0,0.0,8.0,10.0,10.0,3.0,6.0,3.0,6.0,9.0,9.0,20.265,28.529,1.5,42.794,2.377,0.00951,5.0,2.0,1.0,9.0,0
